Maakond;Vanuserühm;Murdekeele.oskus;Usk;Arv;Sugu
Tallinn;50-64;Võru murre;Maausuline;9;Naine
Tallinn;50-64;Setu murrak;Maausuline;0;Naine
Tallinn;50-64;oskab murret, kuid täpne murre teadmata;Maausuline;2;Naine
Tallinn;50-64;Põhja-Eesti murre;Maausuline;1;Naine
Tallinn;50-64;Lõuna-Eesti murre;Maausuline;0;Naine
Tallinn;50-64;Ei oska murdeid;Maausuline;32;Naine
Tallinn;50-64;Murdekeele oskus teadmata;Maausuline;0;Naine
Tallinn;65 ja vanemad;Oskab mõnda murret;Maausuline;6;Naine
Tallinn;65 ja vanemad;idamurre;Maausuline;0;Naine
Tallinn;65 ja vanemad;keskmurre;Maausuline;0;Naine
Tallinn;65 ja vanemad;läänemurre;Maausuline;0;Naine
Tallinn;65 ja vanemad;Mulgi murre;Maausuline;2;Naine
Tallinn;65 ja vanemad;rannikumurre;Maausuline;0;Naine
Tallinn;65 ja vanemad;saarte murre;Maausuline;1;Naine
Tallinn;65 ja vanemad;Kihnu murrak;Maausuline;0;Naine
Tallinn;65 ja vanemad;Tartu murre;Maausuline;0;Naine
Tallinn;65 ja vanemad;Võru murre;Maausuline;3;Naine
Tallinn;65 ja vanemad;Setu murrak;Maausuline;0;Naine
Tallinn;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Tallinn;65 ja vanemad;Põhja-Eesti murre;Maausuline;0;Naine
Tallinn;65 ja vanemad;Lõuna-Eesti murre;Maausuline;0;Naine
Tallinn;65 ja vanemad;Ei oska murdeid;Maausuline;25;Naine
Tallinn;65 ja vanemad;Murdekeele oskus teadmata;Maausuline;0;Naine
Hiiu maakond;15-29;Oskab mõnda murret;Maausuline;0;Naine
Hiiu maakond;15-29;idamurre;Maausuline;0;Naine
Hiiu maakond;15-29;keskmurre;Maausuline;0;Naine
Hiiu maakond;15-29;läänemurre;Maausuline;0;Naine
Hiiu maakond;15-29;Mulgi murre;Maausuline;0;Naine
Hiiu maakond;15-29;rannikumurre;Maausuline;0;Naine
Hiiu maakond;15-29;saarte murre;Maausuline;0;Naine
Hiiu maakond;15-29;Kihnu murrak;Maausuline;0;Naine
Hiiu maakond;15-29;Tartu murre;Maausuline;0;Naine
Hiiu maakond;15-29;Võru murre;Maausuline;0;Naine
Hiiu maakond;15-29;Setu murrak;Maausuline;0;Naine
Hiiu maakond;15-29;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Hiiu maakond;15-29;Põhja-Eesti murre;Maausuline;0;Naine
Hiiu maakond;15-29;Lõuna-Eesti murre;Maausuline;0;Naine
Hiiu maakond;15-29;Ei oska murdeid;Maausuline;0;Naine
Hiiu maakond;15-29;Murdekeele oskus teadmata;Maausuline;0;Naine
Hiiu maakond;30-49;Oskab mõnda murret;Maausuline;0;Naine
Hiiu maakond;30-49;idamurre;Maausuline;0;Naine
Hiiu maakond;30-49;keskmurre;Maausuline;0;Naine
Hiiu maakond;30-49;läänemurre;Maausuline;0;Naine
Hiiu maakond;30-49;Mulgi murre;Maausuline;0;Naine
Hiiu maakond;30-49;rannikumurre;Maausuline;0;Naine
Hiiu maakond;30-49;saarte murre;Maausuline;0;Naine
Hiiu maakond;30-49;Kihnu murrak;Maausuline;0;Naine
Hiiu maakond;30-49;Tartu murre;Maausuline;0;Naine
Hiiu maakond;30-49;Võru murre;Maausuline;0;Naine
Hiiu maakond;30-49;Setu murrak;Maausuline;0;Naine
Hiiu maakond;30-49;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Hiiu maakond;30-49;Põhja-Eesti murre;Maausuline;0;Naine
Hiiu maakond;30-49;Lõuna-Eesti murre;Maausuline;0;Naine
Hiiu maakond;30-49;Ei oska murdeid;Maausuline;0;Naine
Hiiu maakond;30-49;Murdekeele oskus teadmata;Maausuline;0;Naine
Hiiu maakond;50-64;Oskab mõnda murret;Maausuline;2;Naine
Hiiu maakond;50-64;idamurre;Maausuline;0;Naine
Hiiu maakond;50-64;keskmurre;Maausuline;0;Naine
Hiiu maakond;50-64;läänemurre;Maausuline;0;Naine
Hiiu maakond;50-64;Mulgi murre;Maausuline;1;Naine
Hiiu maakond;50-64;rannikumurre;Maausuline;0;Naine
Hiiu maakond;50-64;saarte murre;Maausuline;1;Naine
Hiiu maakond;50-64;Kihnu murrak;Maausuline;0;Naine
Hiiu maakond;50-64;Tartu murre;Maausuline;0;Naine
Hiiu maakond;50-64;Võru murre;Maausuline;0;Naine
Hiiu maakond;50-64;Setu murrak;Maausuline;0;Naine
Hiiu maakond;50-64;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Hiiu maakond;50-64;Põhja-Eesti murre;Maausuline;0;Naine
Hiiu maakond;50-64;Lõuna-Eesti murre;Maausuline;0;Naine
Hiiu maakond;50-64;Ei oska murdeid;Maausuline;0;Naine
Hiiu maakond;50-64;Murdekeele oskus teadmata;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;Oskab mõnda murret;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;idamurre;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;keskmurre;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;läänemurre;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;Mulgi murre;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;rannikumurre;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;saarte murre;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;Kihnu murrak;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;Tartu murre;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;Võru murre;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;Setu murrak;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;Põhja-Eesti murre;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;Lõuna-Eesti murre;Maausuline;0;Naine
Hiiu maakond;65 ja vanemad;Ei oska murdeid;Maausuline;1;Naine
Hiiu maakond;65 ja vanemad;Murdekeele oskus teadmata;Maausuline;0;Naine
Ida-Viru maakond;15-29;Oskab mõnda murret;Maausuline;1;Naine
Ida-Viru maakond;15-29;idamurre;Maausuline;0;Naine
Ida-Viru maakond;15-29;keskmurre;Maausuline;0;Naine
Ida-Viru maakond;15-29;läänemurre;Maausuline;0;Naine
Ida-Viru maakond;15-29;Mulgi murre;Maausuline;0;Naine
Ida-Viru maakond;15-29;rannikumurre;Maausuline;1;Naine
Ida-Viru maakond;15-29;saarte murre;Maausuline;0;Naine
Ida-Viru maakond;15-29;Kihnu murrak;Maausuline;0;Naine
Ida-Viru maakond;15-29;Tartu murre;Maausuline;0;Naine
Ida-Viru maakond;15-29;Võru murre;Maausuline;0;Naine
Ida-Viru maakond;15-29;Setu murrak;Maausuline;0;Naine
Ida-Viru maakond;15-29;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Ida-Viru maakond;15-29;Põhja-Eesti murre;Maausuline;0;Naine
Ida-Viru maakond;15-29;Lõuna-Eesti murre;Maausuline;0;Naine
Ida-Viru maakond;15-29;Ei oska murdeid;Maausuline;2;Naine
Ida-Viru maakond;15-29;Murdekeele oskus teadmata;Maausuline;0;Naine
Ida-Viru maakond;30-49;Oskab mõnda murret;Maausuline;2;Naine
Ida-Viru maakond;30-49;idamurre;Maausuline;0;Naine
Ida-Viru maakond;30-49;keskmurre;Maausuline;0;Naine
Ida-Viru maakond;30-49;läänemurre;Maausuline;0;Naine
Ida-Viru maakond;30-49;Mulgi murre;Maausuline;0;Naine
Ida-Viru maakond;30-49;rannikumurre;Maausuline;2;Naine
Ida-Viru maakond;30-49;saarte murre;Maausuline;0;Naine
Ida-Viru maakond;30-49;Kihnu murrak;Maausuline;0;Naine
Ida-Viru maakond;30-49;Tartu murre;Maausuline;0;Naine
Ida-Viru maakond;30-49;Võru murre;Maausuline;0;Naine
Ida-Viru maakond;30-49;Setu murrak;Maausuline;0;Naine
Ida-Viru maakond;30-49;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Ida-Viru maakond;30-49;Põhja-Eesti murre;Maausuline;0;Naine
Ida-Viru maakond;30-49;Lõuna-Eesti murre;Maausuline;0;Naine
Ida-Viru maakond;30-49;Ei oska murdeid;Maausuline;4;Naine
Ida-Viru maakond;30-49;Murdekeele oskus teadmata;Maausuline;0;Naine
Ida-Viru maakond;50-64;Oskab mõnda murret;Maausuline;3;Naine
Ida-Viru maakond;50-64;idamurre;Maausuline;0;Naine
Ida-Viru maakond;50-64;keskmurre;Maausuline;0;Naine
Ida-Viru maakond;50-64;läänemurre;Maausuline;0;Naine
Ida-Viru maakond;50-64;Mulgi murre;Maausuline;1;Naine
Ida-Viru maakond;50-64;rannikumurre;Maausuline;0;Naine
Ida-Viru maakond;50-64;saarte murre;Maausuline;0;Naine
Ida-Viru maakond;50-64;Kihnu murrak;Maausuline;0;Naine
Ida-Viru maakond;50-64;Tartu murre;Maausuline;1;Naine
Ida-Viru maakond;50-64;Võru murre;Maausuline;1;Naine
Ida-Viru maakond;50-64;Setu murrak;Maausuline;0;Naine
Ida-Viru maakond;50-64;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Ida-Viru maakond;50-64;Põhja-Eesti murre;Maausuline;0;Naine
Ida-Viru maakond;50-64;Lõuna-Eesti murre;Maausuline;0;Naine
Ida-Viru maakond;50-64;Ei oska murdeid;Maausuline;7;Naine
Ida-Viru maakond;50-64;Murdekeele oskus teadmata;Maausuline;0;Naine
Ida-Viru maakond;65 ja vanemad;Oskab mõnda murret;Maausuline;2;Naine
Ida-Viru maakond;65 ja vanemad;idamurre;Maausuline;0;Naine
Ida-Viru maakond;65 ja vanemad;keskmurre;Maausuline;0;Naine
Ida-Viru maakond;65 ja vanemad;läänemurre;Maausuline;0;Naine
Ida-Viru maakond;65 ja vanemad;Mulgi murre;Maausuline;0;Naine
Ida-Viru maakond;65 ja vanemad;rannikumurre;Maausuline;1;Naine
Ida-Viru maakond;65 ja vanemad;saarte murre;Maausuline;0;Naine
Ida-Viru maakond;65 ja vanemad;Kihnu murrak;Maausuline;0;Naine
Ida-Viru maakond;65 ja vanemad;Tartu murre;Maausuline;0;Naine
Ida-Viru maakond;65 ja vanemad;Võru murre;Maausuline;1;Naine
Ida-Viru maakond;65 ja vanemad;Setu murrak;Maausuline;0;Naine
Ida-Viru maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Ida-Viru maakond;65 ja vanemad;Põhja-Eesti murre;Maausuline;0;Naine
Ida-Viru maakond;65 ja vanemad;Lõuna-Eesti murre;Maausuline;0;Naine
Ida-Viru maakond;65 ja vanemad;Ei oska murdeid;Maausuline;1;Naine
Ida-Viru maakond;65 ja vanemad;Murdekeele oskus teadmata;Maausuline;0;Naine
Narva linn;15-29;Oskab mõnda murret;Maausuline;0;Naine
Narva linn;15-29;idamurre;Maausuline;0;Naine
Narva linn;15-29;keskmurre;Maausuline;0;Naine
Narva linn;15-29;läänemurre;Maausuline;0;Naine
Narva linn;15-29;Mulgi murre;Maausuline;0;Naine
Narva linn;15-29;rannikumurre;Maausuline;0;Naine
Narva linn;15-29;saarte murre;Maausuline;0;Naine
Narva linn;15-29;Kihnu murrak;Maausuline;0;Naine
Narva linn;15-29;Tartu murre;Maausuline;0;Naine
Narva linn;15-29;Võru murre;Maausuline;0;Naine
Narva linn;15-29;Setu murrak;Maausuline;0;Naine
Narva linn;15-29;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Narva linn;15-29;Põhja-Eesti murre;Maausuline;0;Naine
Narva linn;15-29;Lõuna-Eesti murre;Maausuline;0;Naine
Narva linn;15-29;Ei oska murdeid;Maausuline;0;Naine
Narva linn;15-29;Murdekeele oskus teadmata;Maausuline;0;Naine
Narva linn;30-49;Oskab mõnda murret;Maausuline;0;Naine
Narva linn;30-49;idamurre;Maausuline;0;Naine
Narva linn;30-49;keskmurre;Maausuline;0;Naine
Narva linn;30-49;läänemurre;Maausuline;0;Naine
Narva linn;30-49;Mulgi murre;Maausuline;0;Naine
Narva linn;30-49;rannikumurre;Maausuline;0;Naine
Narva linn;30-49;saarte murre;Maausuline;0;Naine
Narva linn;30-49;Kihnu murrak;Maausuline;0;Naine
Narva linn;30-49;Tartu murre;Maausuline;0;Naine
Narva linn;30-49;Võru murre;Maausuline;0;Naine
Narva linn;30-49;Setu murrak;Maausuline;0;Naine
Narva linn;30-49;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Narva linn;30-49;Põhja-Eesti murre;Maausuline;0;Naine
Narva linn;30-49;Lõuna-Eesti murre;Maausuline;0;Naine
Narva linn;30-49;Ei oska murdeid;Maausuline;1;Naine
Narva linn;30-49;Murdekeele oskus teadmata;Maausuline;0;Naine
Narva linn;50-64;Oskab mõnda murret;Maausuline;0;Naine
Narva linn;50-64;idamurre;Maausuline;0;Naine
Narva linn;50-64;keskmurre;Maausuline;0;Naine
Narva linn;50-64;läänemurre;Maausuline;0;Naine
Narva linn;50-64;Mulgi murre;Maausuline;0;Naine
Narva linn;50-64;rannikumurre;Maausuline;0;Naine
Narva linn;50-64;saarte murre;Maausuline;0;Naine
Narva linn;50-64;Kihnu murrak;Maausuline;0;Naine
Narva linn;50-64;Tartu murre;Maausuline;0;Naine
Narva linn;50-64;Võru murre;Maausuline;0;Naine
Narva linn;50-64;Setu murrak;Maausuline;0;Naine
Narva linn;50-64;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Narva linn;50-64;Põhja-Eesti murre;Maausuline;0;Naine
Narva linn;50-64;Lõuna-Eesti murre;Maausuline;0;Naine
Narva linn;50-64;Ei oska murdeid;Maausuline;0;Naine
Narva linn;50-64;Murdekeele oskus teadmata;Maausuline;0;Naine
Narva linn;65 ja vanemad;Oskab mõnda murret;Maausuline;0;Naine
Narva linn;65 ja vanemad;idamurre;Maausuline;0;Naine
Narva linn;65 ja vanemad;keskmurre;Maausuline;0;Naine
Narva linn;65 ja vanemad;läänemurre;Maausuline;0;Naine
Narva linn;65 ja vanemad;Mulgi murre;Maausuline;0;Naine
Narva linn;65 ja vanemad;rannikumurre;Maausuline;0;Naine
Narva linn;65 ja vanemad;saarte murre;Maausuline;0;Naine
Narva linn;65 ja vanemad;Kihnu murrak;Maausuline;0;Naine
Narva linn;65 ja vanemad;Tartu murre;Maausuline;0;Naine
Narva linn;65 ja vanemad;Võru murre;Maausuline;0;Naine
Narva linn;65 ja vanemad;Setu murrak;Maausuline;0;Naine
Narva linn;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Narva linn;65 ja vanemad;Põhja-Eesti murre;Maausuline;0;Naine
Narva linn;65 ja vanemad;Lõuna-Eesti murre;Maausuline;0;Naine
Narva linn;65 ja vanemad;Ei oska murdeid;Maausuline;0;Naine
Narva linn;65 ja vanemad;Murdekeele oskus teadmata;Maausuline;0;Naine
Jõgeva maakond;15-29;Oskab mõnda murret;Maausuline;0;Naine
Jõgeva maakond;15-29;idamurre;Maausuline;0;Naine
Jõgeva maakond;15-29;keskmurre;Maausuline;0;Naine
Jõgeva maakond;15-29;läänemurre;Maausuline;0;Naine
Jõgeva maakond;15-29;Mulgi murre;Maausuline;0;Naine
Jõgeva maakond;15-29;rannikumurre;Maausuline;0;Naine
Jõgeva maakond;15-29;saarte murre;Maausuline;0;Naine
Jõgeva maakond;15-29;Kihnu murrak;Maausuline;0;Naine
Jõgeva maakond;15-29;Tartu murre;Maausuline;0;Naine
Jõgeva maakond;15-29;Võru murre;Maausuline;0;Naine
Jõgeva maakond;15-29;Setu murrak;Maausuline;0;Naine
Jõgeva maakond;15-29;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Jõgeva maakond;15-29;Põhja-Eesti murre;Maausuline;0;Naine
Jõgeva maakond;15-29;Lõuna-Eesti murre;Maausuline;0;Naine
Jõgeva maakond;15-29;Ei oska murdeid;Maausuline;2;Naine
Jõgeva maakond;15-29;Murdekeele oskus teadmata;Maausuline;0;Naine
Jõgeva maakond;30-49;Oskab mõnda murret;Maausuline;2;Naine
Jõgeva maakond;30-49;idamurre;Maausuline;1;Naine
Jõgeva maakond;30-49;keskmurre;Maausuline;0;Naine
Jõgeva maakond;30-49;läänemurre;Maausuline;0;Naine
Jõgeva maakond;30-49;Mulgi murre;Maausuline;0;Naine
Jõgeva maakond;30-49;rannikumurre;Maausuline;0;Naine
Jõgeva maakond;30-49;saarte murre;Maausuline;0;Naine
Jõgeva maakond;30-49;Kihnu murrak;Maausuline;0;Naine
Jõgeva maakond;30-49;Tartu murre;Maausuline;0;Naine
Jõgeva maakond;30-49;Võru murre;Maausuline;1;Naine
Jõgeva maakond;30-49;Setu murrak;Maausuline;0;Naine
Jõgeva maakond;30-49;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Jõgeva maakond;30-49;Põhja-Eesti murre;Maausuline;0;Naine
Jõgeva maakond;30-49;Lõuna-Eesti murre;Maausuline;0;Naine
Jõgeva maakond;30-49;Ei oska murdeid;Maausuline;8;Naine
Jõgeva maakond;30-49;Murdekeele oskus teadmata;Maausuline;0;Naine
Jõgeva maakond;50-64;Oskab mõnda murret;Maausuline;0;Naine
Jõgeva maakond;50-64;idamurre;Maausuline;0;Naine
Jõgeva maakond;50-64;keskmurre;Maausuline;0;Naine
Jõgeva maakond;50-64;läänemurre;Maausuline;0;Naine
Jõgeva maakond;50-64;Mulgi murre;Maausuline;0;Naine
Jõgeva maakond;50-64;rannikumurre;Maausuline;0;Naine
Jõgeva maakond;50-64;saarte murre;Maausuline;0;Naine
Jõgeva maakond;50-64;Kihnu murrak;Maausuline;0;Naine
Jõgeva maakond;50-64;Tartu murre;Maausuline;0;Naine
Jõgeva maakond;50-64;Võru murre;Maausuline;0;Naine
Jõgeva maakond;50-64;Setu murrak;Maausuline;0;Naine
Jõgeva maakond;50-64;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Jõgeva maakond;50-64;Põhja-Eesti murre;Maausuline;0;Naine
Jõgeva maakond;50-64;Lõuna-Eesti murre;Maausuline;0;Naine
Jõgeva maakond;50-64;Ei oska murdeid;Maausuline;6;Naine
Jõgeva maakond;50-64;Murdekeele oskus teadmata;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;Oskab mõnda murret;Maausuline;2;Naine
Jõgeva maakond;65 ja vanemad;idamurre;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;keskmurre;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;läänemurre;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;Mulgi murre;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;rannikumurre;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;saarte murre;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;Kihnu murrak;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;Tartu murre;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;Võru murre;Maausuline;2;Naine
Jõgeva maakond;65 ja vanemad;Setu murrak;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;Põhja-Eesti murre;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;Lõuna-Eesti murre;Maausuline;0;Naine
Jõgeva maakond;65 ja vanemad;Ei oska murdeid;Maausuline;1;Naine
Jõgeva maakond;65 ja vanemad;Murdekeele oskus teadmata;Maausuline;0;Naine
Järva maakond;15-29;Oskab mõnda murret;Maausuline;0;Naine
Järva maakond;15-29;idamurre;Maausuline;0;Naine
Järva maakond;15-29;keskmurre;Maausuline;0;Naine
Järva maakond;15-29;läänemurre;Maausuline;0;Naine
Järva maakond;15-29;Mulgi murre;Maausuline;0;Naine
Järva maakond;15-29;rannikumurre;Maausuline;0;Naine
Järva maakond;15-29;saarte murre;Maausuline;0;Naine
Järva maakond;15-29;Kihnu murrak;Maausuline;0;Naine
Järva maakond;15-29;Tartu murre;Maausuline;0;Naine
Järva maakond;15-29;Võru murre;Maausuline;0;Naine
Järva maakond;15-29;Setu murrak;Maausuline;0;Naine
Järva maakond;15-29;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Järva maakond;15-29;Põhja-Eesti murre;Maausuline;0;Naine
Järva maakond;15-29;Lõuna-Eesti murre;Maausuline;0;Naine
Järva maakond;15-29;Ei oska murdeid;Maausuline;1;Naine
Järva maakond;15-29;Murdekeele oskus teadmata;Maausuline;0;Naine
Järva maakond;30-49;Oskab mõnda murret;Maausuline;1;Naine
Järva maakond;30-49;idamurre;Maausuline;0;Naine
Järva maakond;30-49;keskmurre;Maausuline;1;Naine
Järva maakond;30-49;läänemurre;Maausuline;0;Naine
Järva maakond;30-49;Mulgi murre;Maausuline;0;Naine
Järva maakond;30-49;rannikumurre;Maausuline;0;Naine
Järva maakond;30-49;saarte murre;Maausuline;0;Naine
Järva maakond;30-49;Kihnu murrak;Maausuline;0;Naine
Järva maakond;30-49;Tartu murre;Maausuline;0;Naine
Järva maakond;30-49;Võru murre;Maausuline;0;Naine
Järva maakond;30-49;Setu murrak;Maausuline;0;Naine
Järva maakond;30-49;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Järva maakond;30-49;Põhja-Eesti murre;Maausuline;0;Naine
Järva maakond;30-49;Lõuna-Eesti murre;Maausuline;0;Naine
Järva maakond;30-49;Ei oska murdeid;Maausuline;5;Naine
Järva maakond;30-49;Murdekeele oskus teadmata;Maausuline;0;Naine
Järva maakond;50-64;Oskab mõnda murret;Maausuline;1;Naine
Järva maakond;50-64;idamurre;Maausuline;0;Naine
Järva maakond;50-64;keskmurre;Maausuline;0;Naine
Järva maakond;50-64;läänemurre;Maausuline;0;Naine
Järva maakond;50-64;Mulgi murre;Maausuline;0;Naine
Järva maakond;50-64;rannikumurre;Maausuline;0;Naine
Järva maakond;50-64;saarte murre;Maausuline;0;Naine
Järva maakond;50-64;Kihnu murrak;Maausuline;0;Naine
Järva maakond;50-64;Tartu murre;Maausuline;0;Naine
Järva maakond;50-64;Võru murre;Maausuline;1;Naine
Järva maakond;50-64;Setu murrak;Maausuline;0;Naine
Järva maakond;50-64;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Järva maakond;50-64;Põhja-Eesti murre;Maausuline;0;Naine
Järva maakond;50-64;Lõuna-Eesti murre;Maausuline;0;Naine
Järva maakond;50-64;Ei oska murdeid;Maausuline;4;Naine
Järva maakond;50-64;Murdekeele oskus teadmata;Maausuline;0;Naine
Järva maakond;65 ja vanemad;Oskab mõnda murret;Maausuline;2;Naine
Järva maakond;65 ja vanemad;idamurre;Maausuline;0;Naine
Järva maakond;65 ja vanemad;keskmurre;Maausuline;0;Naine
Järva maakond;65 ja vanemad;läänemurre;Maausuline;0;Naine
Järva maakond;65 ja vanemad;Mulgi murre;Maausuline;2;Naine
Järva maakond;65 ja vanemad;rannikumurre;Maausuline;0;Naine
Järva maakond;65 ja vanemad;saarte murre;Maausuline;0;Naine
Järva maakond;65 ja vanemad;Kihnu murrak;Maausuline;0;Naine
Järva maakond;65 ja vanemad;Tartu murre;Maausuline;0;Naine
Järva maakond;65 ja vanemad;Võru murre;Maausuline;0;Naine
Järva maakond;65 ja vanemad;Setu murrak;Maausuline;0;Naine
Järva maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Järva maakond;65 ja vanemad;Põhja-Eesti murre;Maausuline;0;Naine
Järva maakond;65 ja vanemad;Lõuna-Eesti murre;Maausuline;0;Naine
Järva maakond;65 ja vanemad;Ei oska murdeid;Maausuline;5;Naine
Järva maakond;65 ja vanemad;Murdekeele oskus teadmata;Maausuline;0;Naine
Lääne maakond;15-29;Oskab mõnda murret;Maausuline;1;Naine
Lääne maakond;15-29;idamurre;Maausuline;0;Naine
Lääne maakond;15-29;keskmurre;Maausuline;0;Naine
Lääne maakond;15-29;läänemurre;Maausuline;0;Naine
Lääne maakond;15-29;Mulgi murre;Maausuline;0;Naine
Lääne maakond;15-29;rannikumurre;Maausuline;0;Naine
Lääne maakond;15-29;saarte murre;Maausuline;1;Naine
Lääne maakond;15-29;Kihnu murrak;Maausuline;0;Naine
Lääne maakond;15-29;Tartu murre;Maausuline;0;Naine
Lääne maakond;15-29;Võru murre;Maausuline;0;Naine
Lääne maakond;15-29;Setu murrak;Maausuline;0;Naine
Lääne maakond;15-29;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Lääne maakond;15-29;Põhja-Eesti murre;Maausuline;0;Naine
Lääne maakond;15-29;Lõuna-Eesti murre;Maausuline;0;Naine
Lääne maakond;15-29;Ei oska murdeid;Maausuline;1;Naine
Lääne maakond;15-29;Murdekeele oskus teadmata;Maausuline;0;Naine
Lääne maakond;30-49;Oskab mõnda murret;Maausuline;4;Naine
Lääne maakond;30-49;idamurre;Maausuline;0;Naine
Lääne maakond;30-49;keskmurre;Maausuline;0;Naine
Lääne maakond;30-49;läänemurre;Maausuline;2;Naine
Lääne maakond;30-49;Mulgi murre;Maausuline;0;Naine
Lääne maakond;30-49;rannikumurre;Maausuline;0;Naine
Lääne maakond;30-49;saarte murre;Maausuline;2;Naine
Lääne maakond;30-49;Kihnu murrak;Maausuline;0;Naine
Lääne maakond;30-49;Tartu murre;Maausuline;0;Naine
Lääne maakond;30-49;Võru murre;Maausuline;0;Naine
Lääne maakond;30-49;Setu murrak;Maausuline;0;Naine
Lääne maakond;30-49;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Lääne maakond;30-49;Põhja-Eesti murre;Maausuline;0;Naine
Lääne maakond;30-49;Lõuna-Eesti murre;Maausuline;0;Naine
Lääne maakond;30-49;Ei oska murdeid;Maausuline;7;Naine
Lääne maakond;30-49;Murdekeele oskus teadmata;Maausuline;0;Naine
Lääne maakond;50-64;Oskab mõnda murret;Maausuline;5;Naine
Lääne maakond;50-64;idamurre;Maausuline;1;Naine
Lääne maakond;50-64;keskmurre;Maausuline;0;Naine
Lääne maakond;50-64;läänemurre;Maausuline;2;Naine
Lääne maakond;50-64;Mulgi murre;Maausuline;0;Naine
Lääne maakond;50-64;rannikumurre;Maausuline;0;Naine
Lääne maakond;50-64;saarte murre;Maausuline;0;Naine
Lääne maakond;50-64;Kihnu murrak;Maausuline;0;Naine
Lääne maakond;50-64;Tartu murre;Maausuline;0;Naine
Lääne maakond;50-64;Võru murre;Maausuline;2;Naine
Lääne maakond;50-64;Setu murrak;Maausuline;0;Naine
Lääne maakond;50-64;oskab murret, kuid täpne murre teadmata;Maausuline;0;Naine
Lääne maakond;50-64;Põhja-Eesti murre;Maausuline;0;Naine
Lääne maakond;50-64;Lõuna-Eesti murre;Maausuline;0;Naine
Lääne maakond;50-64;Ei oska murdeid;Maausuline;5;Naine
Lääne maakond;50-64;Murdekeele oskus teadmata;Maausuline;0;Naine
Lääne maakond;65 ja vanemad;Oskab mõnda murret;Maausuline;2;Naine
Lääne maakond;65 ja vanemad;idamurre;Maausuline;0;Naine
Lääne maakond;65 ja vanemad;keskmurre;Maausuline;0;Naine
Lääne maakond;65 ja vanemad;läänemurre;Maausuline;0;Naine
Lääne maakond;65 ja vanemad;Mulgi murre;Maausuline;1;Naine
Lääne maakond;65 ja vanemad;rannikumurre;Maausuline;0;Naine
Lääne maakond;65 ja vanemad;saarte murre;Maausuline;0;Naine
Lääne maakond;65 ja vanemad;Kihnu murrak;Maausuline;0;Naine
Lääne maakond;65 ja vanemad;Tartu murre;Maausuline;1;Naine
Lääne maakond;65 ja vanemad;Võru murre;Maausuline;0;Naine
